id	minimum_pValue	call
ENSG00000041515	0.00138817831366292	present
ENSG00000041802	4.11509758294872e-15	present
ENSG00000041880	3.09903090358475e-15	present
ENSG00000041982	1.78544244941842e-17	present
ENSG00000041988	1.06367350288288e-12	present
ENSG00000042062	4.2777590162515e-08	present
ENSG00000042088	6.03968363800607e-11	present
ENSG00000042286	4.45947124103438e-11	present
ENSG00000042304	0.00135296367773832	present
ENSG00000042317	1.23493898387856e-10	present
ENSG00000042429	9.979399563103e-14	present
ENSG00000042445	4.33095536958588e-17	present
ENSG00000042493	7.63670878251596e-25	present
ENSG00000042753	6.2768130916232e-20	present
ENSG00000042781	0.498425770638206	absent
ENSG00000042813	0.00364105382830799	present
ENSG00000042832	1.15717936757648e-06	present
ENSG00000042980	3.53973390220212e-19	present
ENSG00000043039	0.000116584369975907	present
ENSG00000043093	6.92294044928555e-18	present
ENSG00000043143	5.3336863912554e-16	present
ENSG00000043355	6.5598147056727e-07	present
ENSG00000043462	6.51454511007945e-24	present
ENSG00000043514	4.15531546832693e-13	present
ENSG00000043591	2.50054640874263e-11	present
ENSG00000044012	0.00221877438083317	present
ENSG00000044090	8.73217181487975e-12	present
ENSG00000044115	4.01210468007133e-27	present
ENSG00000044446	3.72576993961627e-13	present
ENSG00000044459	5.18228733597982e-10	present
ENSG00000044524	1.34479091076755e-08	present
ENSG00000044574	3.84597730656264e-31	present
ENSG00000046604	9.15680109151408e-14	present
ENSG00000046647	1.35420568621586e-14	present
ENSG00000046651	4.99178410146198e-16	present
ENSG00000046653	6.28119024418637e-14	present
ENSG00000046774	0.0624432060156009	absent
ENSG00000046889	4.29939920862172e-12	present
ENSG00000047056	1.63548576228067e-11	present
ENSG00000047188	9.40117237235748e-13	present
ENSG00000047230	1.71912032682213e-11	present
ENSG00000047249	7.93659179482357e-17	present
ENSG00000047315	3.57996896009587e-19	present
ENSG00000047346	1.13037459534208e-19	present
ENSG00000047365	2.17939203270906e-22	present
ENSG00000047410	1.35935137663524e-23	present
ENSG00000047457	6.30547058328134e-24	present
ENSG00000047578	4.36208757225748e-13	present
ENSG00000047579	8.02152539106535e-14	present
ENSG00000047597	1.54850179138628e-05	present
ENSG00000047617	5.3237374462102e-12	present
ENSG00000047621	2.31186380398529e-12	present
ENSG00000047634	3.8237284844594e-11	present
ENSG00000047644	5.03167071637444e-16	present
ENSG00000047648	8.67634377420434e-12	present
ENSG00000047662	0.10528937039478	absent
ENSG00000047849	2.05568324094987e-22	present
ENSG00000047932	4.50796069824122e-14	present
ENSG00000047936	2.45973946503133e-17	present
ENSG00000048028	6.68754014953643e-15	present
ENSG00000048052	3.0573022750294e-15	present
ENSG00000048140	2.56766716196241e-15	present
ENSG00000048162	1.88183863352076e-13	present
