id	minimum_qValue	call	cutoff
FBgn0031126	0.005251062	present	0.05
FBgn0031127	9.48E-06	present	0.05
FBgn0031128	1.77E-08	present	0.05
FBgn0031129	1.77E-08	present	0.05
FBgn0031130	5.22E-08	present	0.05
FBgn0031132	2.32E-05	present	0.05
FBgn0031134	1.77E-08	present	0.05
FBgn0031135	1	absent	0.05
FBgn0031139	0.000490746	present	0.05
FBgn0031141	0.102937612	absent	0.05
FBgn0031142	1.77E-08	present	0.05
FBgn0031143	4.46E-05	present	0.05
FBgn0031144	0.006142159	present	0.05
FBgn0031145	2.82E-06	present	0.05
FBgn0031146	0.014519925	absent	0.05
FBgn0031148	0.000498369	present	0.05
FBgn0031149	0.000573048	present	0.05
FBgn0031150	0.000673686	present	0.05
FBgn0031155	3.98E-07	present	0.05
FBgn0031157	1.77E-08	present	0.05
FBgn0031159	0.083932108	absent	0.05
FBgn0031161	2.20E-05	present	0.05
FBgn0031163	3.35E-05	present	0.05
FBgn0031164	5.45E-05	present	0.05
FBgn0031168	5.61E-07	present	0.05
FBgn0031169	0.000440516	present	0.05
FBgn0031170	0.007682373	present	0.05
FBgn0031171	0.000155365	present	0.05
FBgn0031174	0.000633846	present	0.05
FBgn0031176	0.001197995	present	0.05
FBgn0031178	1	absent	0.05
FBgn0031181	0.109240712	absent	0.05
FBgn0031182	0.031022051	absent	0.05
FBgn0031183	0.000526958	present	0.05
FBgn0031184	0.019068845	absent	0.05
FBgn0031187	2.39E-05	present	0.05
FBgn0031188	9.69E-07	present	0.05
FBgn0031189	0.00269658	present	0.05
FBgn0031190	4.79E-05	present	0.05
FBgn0031191	5.15E-05	present	0.05
FBgn0031194	0.002469471	present	0.05
FBgn0031195	0.000119187	present	0.05
FBgn0031196	0.298864608	absent	0.05
FBgn0031197	0.00244258	present	0.05
FBgn0031201	2.25E-05	present	0.05
FBgn0031208	2.58E-06	present	0.05
FBgn0031209	0.021561214	absent	0.05
FBgn0031213	0.005781193	present	0.05
FBgn0031214	0.004139448	present	0.05
FBgn0031216	0.012252416	present	0.05
FBgn0031217	0.001077143	present	0.05
FBgn0031219	0.011506305	present	0.05
FBgn0031220	0.045476115	absent	0.05
FBgn0031224	0.000405364	present	0.05
FBgn0031227	0.000644291	present	0.05
FBgn0031228	1.77E-08	present	0.05
FBgn0031229	0.002616491	present	0.05
FBgn0031231	1.77E-08	present	0.05
FBgn0031232	0.016022998	absent	0.05
FBgn0031233	0.001066471	present	0.05
FBgn0031235	5.00E-05	present	0.05
FBgn0031238	0.000541171	present	0.05
FBgn0031239	0.012364083	present	0.05
FBgn0031240	1.77E-08	present	0.05
FBgn0031244	8.64E-05	present	0.05
FBgn0031245	0.00020053	present	0.05
FBgn0031247	1.77E-08	present	0.05
FBgn0031248	0.000566448	present	0.05
FBgn0031249	1.68E-05	present	0.05
FBgn0031250	0.00327954	present	0.05
FBgn0031251	0.000865796	present	0.05
FBgn0031252	0.049355033	absent	0.05
FBgn0031253	1.77E-08	present	0.05
FBgn0031254	0.020049399	absent	0.05
FBgn0031255	0.005903859	present	0.05
FBgn0031256	4.08E-06	present	0.05
FBgn0031257	0.014609911	absent	0.05
FBgn0031258	0.010803859	present	0.05
FBgn0031260	3.68E-06	present	0.05
FBgn0031261	0.002438557	present	0.05
FBgn0031263	1.77E-08	present	0.05
FBgn0031264	0.004288307	present	0.05
FBgn0031265	7.37E-06	present	0.05
FBgn0031266	0.000909526	present	0.05
FBgn0031267	0.000890153	present	0.05
FBgn0031268	0.00036671	present	0.05
FBgn0031270	0.002117017	present	0.05
FBgn0031273	0.013512465	absent	0.05
FBgn0031275	0.010025323	present	0.05
FBgn0031276	1.77E-08	present	0.05
FBgn0031277	1.77E-08	present	0.05
FBgn0031279	1.72E-06	present	0.05
FBgn0031281	0.00064328	present	0.05
FBgn0031282	0.010206964	present	0.05
FBgn0031283	0.000817057	present	0.05
FBgn0031284	0.005695904	present	0.05
FBgn0031285	1.77E-08	present	0.05
FBgn0031286	0.001192673	present	0.05
FBgn0031287	3.59E-05	present	0.05
FBgn0031288	1.77E-08	present	0.05
FBgn0031289	0.008179265	present	0.05
FBgn0031292	8.56E-05	present	0.05
FBgn0031294	0.000284541	present	0.05
FBgn0031295	1.77E-08	present	0.05
FBgn0031296	1.77E-08	present	0.05
FBgn0031298	0.000601853	present	0.05
FBgn0031299	0.007893209	present	0.05
FBgn0031301	0.000274798	present	0.05
FBgn0031302	0.020908368	absent	0.05
FBgn0031304	1.19E-05	present	0.05
FBgn0031305	0.008710272	present	0.05
FBgn0031306	0.022613617	absent	0.05
FBgn0031307	0.008660666	present	0.05
FBgn0031309	0.000287485	present	0.05
FBgn0031310	0.00017798	present	0.05
FBgn0031312	0.000137091	present	0.05
FBgn0031313	0.001094022	present	0.05
FBgn0031314	0.004078448	present	0.05
FBgn0031315	1.54E-05	present	0.05
FBgn0031317	0.000477555	present	0.05
FBgn0031318	0.004051582	present	0.05
FBgn0031319	8.80E-06	present	0.05
FBgn0031320	0.000623078	present	0.05
FBgn0031321	0.002229874	present	0.05
FBgn0031322	0.00242571	present	0.05
FBgn0031323	1.77E-08	present	0.05
FBgn0031324	1	absent	0.05
FBgn0031327	0.00444594	present	0.05
FBgn0031331	5.08E-05	present	0.05
FBgn0031332	4.68E-07	present	0.05
FBgn0031333	1.77E-08	present	0.05
FBgn0031335	1.77E-08	present	0.05
FBgn0031337	1.77E-08	present	0.05
FBgn0031343	1.77E-08	present	0.05
FBgn0031344	0.003230272	present	0.05
FBgn0031345	7.25E-06	present	0.05
FBgn0031347	1.77E-08	present	0.05
FBgn0031351	0.001439961	present	0.05
FBgn0031356	3.38E-05	present	0.05
FBgn0031357	2.13E-07	present	0.05
FBgn0031359	0.000715886	present	0.05
FBgn0031360	0.00011147	present	0.05
FBgn0031361	0.000204361	present	0.05
FBgn0031364	1.77E-08	present	0.05
FBgn0031365	1.68E-05	present	0.05
FBgn0031367	1.77E-08	present	0.05
FBgn0031372	1.77E-08	present	0.05
FBgn0031373	0.015352423	absent	0.05
FBgn0031374	0.00045898	present	0.05
FBgn0031375	0.034468506	absent	0.05
FBgn0031377	0.010915083	present	0.05
FBgn0031378	1.77E-08	present	0.05
FBgn0031379	1.77E-08	present	0.05
FBgn0031381	2.20E-06	present	0.05
FBgn0031384	4.50E-05	present	0.05
FBgn0031388	5.48E-05	present	0.05
FBgn0031389	0.015796314	absent	0.05
FBgn0031390	0.001654628	present	0.05
FBgn0031391	0.000227063	present	0.05
FBgn0031392	2.73E-06	present	0.05
FBgn0031393	0.003251116	present	0.05
FBgn0031395	0.00013807	present	0.05
FBgn0031397	0.015348774	absent	0.05
FBgn0031398	0.005142612	present	0.05
FBgn0031399	0.001415897	present	0.05
FBgn0031401	1.77E-08	present	0.05
FBgn0031403	0.001382189	present	0.05
FBgn0031406	1	absent	0.05
FBgn0031407	1.77E-08	present	0.05
FBgn0031409	0.001319813	present	0.05
FBgn0031410	1.77E-08	present	0.05
FBgn0031412	0.00297922	present	0.05
FBgn0031413	0.000551532	present	0.05
FBgn0031414	0.069601278	absent	0.05
FBgn0031417	0.002770414	present	0.05
FBgn0031418	1.35E-06	present	0.05
FBgn0031419	0.005281976	present	0.05
FBgn0031420	4.75E-05	present	0.05
FBgn0031422	0.011312238	present	0.05
FBgn0031423	1.77E-08	present	0.05
FBgn0031424	0.197929093	absent	0.05
FBgn0031426	0.000775192	present	0.05
FBgn0031428	0.010749487	present	0.05
FBgn0031430	1.77E-08	present	0.05
FBgn0031431	1.77E-08	present	0.05
FBgn0031432	0.001773101	present	0.05
FBgn0031434	0.000230273	present	0.05
FBgn0031435	0.003612995	present	0.05
FBgn0031436	1.77E-08	present	0.05
FBgn0031437	1.77E-08	present	0.05
FBgn0031440	0.000387424	present	0.05
FBgn0031441	1.99E-05	present	0.05
FBgn0031442	1.77E-08	present	0.05
FBgn0031443	1.77E-08	present	0.05
FBgn0031444	1.77E-08	present	0.05
FBgn0031446	0.013483925	absent	0.05
FBgn0031449	0.002401659	present	0.05
FBgn0031450	2.13E-05	present	0.05
FBgn0031451	1.77E-08	present	0.05
FBgn0031452	0.000623562	present	0.05
FBgn0031453	0.000553328	present	0.05
FBgn0031454	0.001855068	present	0.05
FBgn0031455	0.001855068	present	0.05
FBgn0031456	0.001772417	present	0.05
FBgn0031457	0.000526143	present	0.05
FBgn0031458	0.00066233	present	0.05
FBgn0031459	2.17E-05	present	0.05
FBgn0031460	1.77E-08	present	0.05
FBgn0031461	0.022195558	absent	0.05
FBgn0031462	1.77E-08	present	0.05
FBgn0031463	0.000621802	present	0.05
FBgn0031465	0.003658928	present	0.05
FBgn0031466	0.002373834	present	0.05
FBgn0031467	1	absent	0.05
FBgn0031468	0.004478927	present	0.05
FBgn0031469	0.000612138	present	0.05
FBgn0031470	0.012699878	present	0.05
FBgn0031471	0.084722672	absent	0.05
FBgn0031472	0.009610009	present	0.05
FBgn0031473	0.06279362	absent	0.05
FBgn0031474	0.004500762	present	0.05
FBgn0031476	1.77E-08	present	0.05
FBgn0031478	0.000629542	present	0.05
FBgn0031479	0.000130745	present	0.05
FBgn0031483	1.77E-08	present	0.05
FBgn0031484	1.77E-08	present	0.05
FBgn0031485	0.000204554	present	0.05
FBgn0031488	0.007338081	present	0.05
FBgn0031489	6.69E-05	present	0.05
FBgn0031490	0.005847039	present	0.05
FBgn0031491	0.000489736	present	0.05
FBgn0031492	0.000984922	present	0.05
FBgn0031493	0.000206382	present	0.05
FBgn0031494	0.006474909	present	0.05
FBgn0031495	1.75E-05	present	0.05
FBgn0031496	9.09E-05	present	0.05
FBgn0031497	2.20E-05	present	0.05
FBgn0031498	1.77E-08	present	0.05
FBgn0031500	0.000386102	present	0.05
FBgn0031501	1.77E-08	present	0.05
FBgn0031504	1.77E-08	present	0.05
FBgn0031505	1.77E-08	present	0.05
FBgn0031512	1	absent	0.05
FBgn0031513	0.001834969	present	0.05
FBgn0031514	0.009338361	present	0.05
FBgn0031515	0.001030465	present	0.05
FBgn0031516	0.021466205	absent	0.05
FBgn0031517	3.55E-05	present	0.05
FBgn0031518	0.080462642	absent	0.05
FBgn0031519	0.001114278	present	0.05
FBgn0031520	0.013171106	absent	0.05
FBgn0031522	0.006397724	present	0.05
FBgn0031523	0.000272784	present	0.05
FBgn0031526	1.77E-08	present	0.05
FBgn0031528	0.011116917	present	0.05
FBgn0031529	7.86E-05	present	0.05
FBgn0031530	0.043123846	absent	0.05
FBgn0031531	1.77E-08	present	0.05
FBgn0031533	0.105207157	absent	0.05
FBgn0031534	1.17E-05	present	0.05
FBgn0031535	1.77E-08	present	0.05
FBgn0031536	0.001420823	present	0.05
FBgn0031538	0.001265638	present	0.05
FBgn0031540	0.032093077	absent	0.05
FBgn0031542	0.054316344	absent	0.05
FBgn0031544	1.77E-08	present	0.05
FBgn0031545	1.77E-08	present	0.05
FBgn0031546	1.77E-08	present	0.05
FBgn0031547	0.012201034	present	0.05
FBgn0031548	0.014514402	absent	0.05
FBgn0031549	0.001600254	present	0.05
FBgn0031550	0.008594978	present	0.05
FBgn0031554	1.77E-08	present	0.05
FBgn0031558	0.000601915	present	0.05
FBgn0031559	0.060715847	absent	0.05
FBgn0031560	7.43E-05	present	0.05
FBgn0031561	1.77E-08	present	0.05
FBgn0031562	2.46E-05	present	0.05
FBgn0031563	0.003972242	present	0.05
FBgn0031564	0.058027324	absent	0.05
FBgn0031566	0.002099717	present	0.05
FBgn0031568	0.081194943	absent	0.05
FBgn0031571	0.023328027	absent	0.05
FBgn0031573	0.004975311	present	0.05
FBgn0031574	1.77E-08	present	0.05
FBgn0031575	1.77E-08	present	0.05
FBgn0031579	0.003307765	present	0.05
FBgn0031580	0.003359052	present	0.05
FBgn0031585	1.77E-08	present	0.05
FBgn0031589	0.003040587	present	0.05
FBgn0031590	1.77E-08	present	0.05
FBgn0031592	4.47E-05	present	0.05
FBgn0031596	1.77E-08	present	0.05
FBgn0031597	0.003019012	present	0.05
FBgn0031598	0.003172032	present	0.05
FBgn0031600	4.48E-05	present	0.05
FBgn0031601	5.71E-05	present	0.05
FBgn0031602	0.059052563	absent	0.05
FBgn0031603	1.77E-08	present	0.05
FBgn0031604	0.00037494	present	0.05
FBgn0031606	0.002899047	present	0.05
FBgn0031607	1.12E-06	present	0.05
FBgn0031608	6.88E-06	present	0.05
FBgn0031609	0.002959529	present	0.05
FBgn0031610	0.000724513	present	0.05
FBgn0031611	0.004007871	present	0.05
FBgn0031613	1.77E-08	present	0.05
FBgn0031617	3.94E-05	present	0.05
FBgn0031619	0.247232079	absent	0.05
FBgn0031620	9.29E-05	present	0.05
FBgn0031621	0.001309743	present	0.05
FBgn0031622	0.002835365	present	0.05
FBgn0031623	1.77E-08	present	0.05
FBgn0031626	1.56E-05	present	0.05
FBgn0031627	0.009868653	present	0.05
FBgn0031628	0.002953517	present	0.05
FBgn0031629	0.015827845	absent	0.05
FBgn0031630	0.01688582	absent	0.05
FBgn0031631	0.000894768	present	0.05
FBgn0031632	0.022407906	absent	0.05
FBgn0031633	1.77E-08	present	0.05
FBgn0031634	0.015560826	absent	0.05
FBgn0031635	0.000255723	present	0.05
FBgn0031636	0.000936005	present	0.05
FBgn0031637	1.77E-08	present	0.05
FBgn0031638	1.77E-08	present	0.05
FBgn0031639	0.000291368	present	0.05
FBgn0031640	0.000347449	present	0.05
FBgn0031643	7.30E-05	present	0.05
FBgn0031644	1.77E-08	present	0.05
FBgn0031645	0.009403846	present	0.05
FBgn0031646	0.060281789	absent	0.05
FBgn0031649	0.000505847	present	0.05
FBgn0031650	0.022169707	absent	0.05
FBgn0031651	4.81E-06	present	0.05
FBgn0031652	0.00218337	present	0.05
FBgn0031653	1.77E-08	present	0.05
FBgn0031654	4.79E-05	present	0.05
FBgn0031655	0.001937011	present	0.05
FBgn0031657	1.79E-05	present	0.05
FBgn0031659	1.77E-08	present	0.05
FBgn0031660	2.83E-06	present	0.05
FBgn0031661	0.000845936	present	0.05
FBgn0031662	0.00010326	present	0.05
FBgn0031663	0.000355807	present	0.05
FBgn0031664	6.23E-05	present	0.05
FBgn0031668	1.77E-08	present	0.05
FBgn0031670	1.77E-08	present	0.05
FBgn0031673	1.77E-08	present	0.05
FBgn0031675	0.000589209	present	0.05
FBgn0031676	0.000607305	present	0.05
FBgn0031677	1.77E-08	present	0.05
FBgn0031678	0.005258645	present	0.05
FBgn0031681	0.001332114	present	0.05
FBgn0031682	0.001416997	present	0.05
FBgn0031683	8.47E-06	present	0.05
FBgn0031684	1.77E-08	present	0.05
FBgn0031688	0.008821961	present	0.05
FBgn0031689	0.003475364	present	0.05
FBgn0031690	1.77E-08	present	0.05
FBgn0031692	8.10E-05	present	0.05
FBgn0031693	0.010696516	present	0.05
FBgn0031694	0.087711667	absent	0.05
FBgn0031695	0.007400808	present	0.05
FBgn0031696	0.00015107	present	0.05
FBgn0031697	0.239928279	absent	0.05
FBgn0031698	0.002625827	present	0.05
FBgn0031700	0.000614658	present	0.05
FBgn0031701	0.003759368	present	0.05
FBgn0031702	0.006260801	present	0.05
FBgn0031703	0.004048683	present	0.05
FBgn0031707	3.20E-05	present	0.05
FBgn0031708	1.82E-06	present	0.05
FBgn0031710	0.000181261	present	0.05
FBgn0031711	1.77E-08	present	0.05
FBgn0031713	1.77E-08	present	0.05
FBgn0031715	0.000247685	present	0.05
FBgn0031716	0.046054124	absent	0.05
FBgn0031717	0.000237717	present	0.05
FBgn0031718	0.029676833	absent	0.05
FBgn0031719	0.001316755	present	0.05
FBgn0031720	1.77E-08	present	0.05
FBgn0031721	3.94E-05	present	0.05
FBgn0031722	1.77E-08	present	0.05
FBgn0031723	1.77E-08	present	0.05
FBgn0031724	1.77E-08	present	0.05
FBgn0031725	0.01254402	present	0.05
FBgn0031726	0.05371763	absent	0.05
FBgn0031728	1.77E-08	present	0.05
FBgn0031729	1.37E-05	present	0.05
FBgn0031730	4.72E-05	present	0.05
FBgn0031731	0.034016035	absent	0.05
FBgn0031732	0.022883635	absent	0.05
FBgn0031733	1.77E-08	present	0.05
FBgn0031734	0.010951589	present	0.05
FBgn0031735	0.069145843	absent	0.05
FBgn0031736	2.55E-05	present	0.05
FBgn0031737	0.011056294	present	0.05
FBgn0031738	0.003211358	present	0.05
FBgn0031739	0.000509214	present	0.05
FBgn0031740	0.000796459	present	0.05
FBgn0031741	0.000224298	present	0.05
FBgn0031745	0.007801541	present	0.05
FBgn0031746	1.77E-08	present	0.05
FBgn0031747	0.033001732	absent	0.05
FBgn0031749	4.69E-05	present	0.05
FBgn0031751	1.77E-08	present	0.05
FBgn0031752	0.002543769	present	0.05
FBgn0031753	0.000595677	present	0.05
FBgn0031756	0.020545011	absent	0.05
FBgn0031757	1.77E-08	present	0.05
FBgn0031758	1.77E-08	present	0.05
FBgn0031759	0.001729474	present	0.05
FBgn0031760	0.006265534	present	0.05
FBgn0031762	0.043993866	absent	0.05
FBgn0031763	0.004116003	present	0.05
FBgn0031764	0.000106852	present	0.05
FBgn0031765	0.030767494	absent	0.05
FBgn0031766	0.000346109	present	0.05
FBgn0031768	1.07E-05	present	0.05
FBgn0031769	0.001090171	present	0.05
FBgn0031770	0.160938509	absent	0.05
FBgn0031771	7.80E-05	present	0.05
FBgn0031772	1.77E-08	present	0.05
FBgn0031773	0.000950023	present	0.05
FBgn0031774	1.77E-08	present	0.05
FBgn0031775	0.022644649	absent	0.05
FBgn0031776	1.77E-08	present	0.05
FBgn0031777	2.70E-05	present	0.05
FBgn0031778	0.087823772	absent	0.05
FBgn0031779	0.000286616	present	0.05
FBgn0031782	0.000371035	present	0.05
FBgn0031784	1.77E-08	present	0.05
FBgn0031785	1.77E-08	present	0.05
FBgn0031786	1.77E-08	present	0.05
FBgn0031791	0.001487629	present	0.05
FBgn0031792	1	absent	0.05
FBgn0031799	0.003304526	present	0.05
FBgn0031800	0.092694193	absent	0.05
FBgn0031801	0.00030171	present	0.05
FBgn0031802	1	absent	0.05
FBgn0031803	1	absent	0.05
FBgn0031804	0.002710631	present	0.05
FBgn0031805	0.00402605	present	0.05
FBgn0031808	0.255908358	absent	0.05
FBgn0031811	0.065235947	absent	0.05
FBgn0031813	0.001353287	present	0.05
FBgn0031814	0.000150082	present	0.05
FBgn0031815	0.000428508	present	0.05
FBgn0031816	0.021762392	absent	0.05
FBgn0031817	6.09E-06	present	0.05
FBgn0031818	0.000284767	present	0.05
FBgn0031820	0.001473296	present	0.05
FBgn0031821	6.26E-05	present	0.05
FBgn0031822	0.00021022	present	0.05
FBgn0031824	0.001773268	present	0.05
FBgn0031826	1.77E-08	present	0.05
FBgn0031829	0.004355944	present	0.05
FBgn0031830	2.90E-08	present	0.05
FBgn0031831	1.77E-08	present	0.05
FBgn0031832	4.65E-06	present	0.05
FBgn0031834	0.008976005	present	0.05
FBgn0031835	0.010918309	present	0.05
FBgn0031836	0.003083847	present	0.05
FBgn0031837	0.052319612	absent	0.05
FBgn0031844	0.00014353	present	0.05
FBgn0031848	0.000553765	present	0.05
FBgn0031849	1.77E-08	present	0.05
FBgn0031850	4.82E-06	present	0.05
FBgn0031851	0.000555668	present	0.05
FBgn0031853	1.77E-08	present	0.05
FBgn0031854	0.18851332	absent	0.05
FBgn0031855	0.204244769	absent	0.05
FBgn0031856	0.000116813	present	0.05
FBgn0031857	0.013859604	absent	0.05
FBgn0031858	1.77E-08	present	0.05
FBgn0031859	1.77E-08	present	0.05
FBgn0031860	0.019980867	absent	0.05
FBgn0031861	1.77E-08	present	0.05
FBgn0031865	0.003187486	present	0.05
FBgn0031866	0.00732694	present	0.05
FBgn0031868	0.006343066	present	0.05
FBgn0031869	0.003004168	present	0.05
FBgn0031871	1.77E-08	present	0.05
FBgn0031872	0.011410427	present	0.05
FBgn0031873	0.000263151	present	0.05
FBgn0031874	0.016943747	absent	0.05
FBgn0031875	0.029407651	absent	0.05
FBgn0031876	0.001947444	present	0.05
FBgn0031877	0.01816341	absent	0.05
FBgn0031878	1.77E-08	present	0.05
FBgn0031879	0.019057314	absent	0.05
FBgn0031881	0.000676268	present	0.05
FBgn0031882	0.000474638	present	0.05
FBgn0031883	0.000900468	present	0.05
FBgn0031885	0.00448357	present	0.05
FBgn0031886	0.00022217	present	0.05
FBgn0031887	1	absent	0.05
FBgn0031888	0.002504228	present	0.05
FBgn0031893	0.000269781	present	0.05
FBgn0031894	0.01893585	absent	0.05
FBgn0031895	0.000411691	present	0.05
FBgn0031896	1.77E-08	present	0.05
FBgn0031897	0.000229636	present	0.05
FBgn0031900	0.015954846	absent	0.05
FBgn0031902	0.04113485	absent	0.05
FBgn0031903	0.149400017	absent	0.05
FBgn0031904	0.004901193	present	0.05
FBgn0031905	1.77E-08	present	0.05
FBgn0031906	0.041339401	absent	0.05
FBgn0031907	0.001391458	present	0.05
FBgn0031908	0.000621036	present	0.05
FBgn0031909	0.001937804	present	0.05
FBgn0031910	0.02359385	absent	0.05
FBgn0031913	4.38E-05	present	0.05
FBgn0031914	0.004368068	present	0.05
FBgn0031918	0.000724701	present	0.05
FBgn0031920	1.77E-08	present	0.05
FBgn0031925	0.047750205	absent	0.05
FBgn0031926	0.030586082	absent	0.05
FBgn0031929	0.000301358	present	0.05
FBgn0031930	0.039336807	absent	0.05
FBgn0031935	0.017781174	absent	0.05
FBgn0031936	0.094919819	absent	0.05
FBgn0031937	0.206441269	absent	0.05
FBgn0031939	0.043481997	absent	0.05
FBgn0031940	0.005641434	present	0.05
FBgn0031941	1.77E-08	present	0.05
FBgn0031942	0.001095427	present	0.05
FBgn0031945	0.000425748	present	0.05
FBgn0031946	1.77E-08	present	0.05
FBgn0031947	0.000767356	present	0.05
FBgn0031948	0.006456048	present	0.05
FBgn0031950	0.000121465	present	0.05
FBgn0031951	0.000185189	present	0.05
FBgn0031952	1.77E-08	present	0.05
FBgn0031954	3.49E-05	present	0.05
FBgn0031955	0.133374829	absent	0.05
FBgn0031957	0.267771768	absent	0.05
FBgn0031959	0.068562579	absent	0.05
FBgn0031961	0.031196506	absent	0.05
FBgn0031968	0.00343199	present	0.05
FBgn0031969	0.009449223	present	0.05
FBgn0031970	0.05243013	absent	0.05
FBgn0031971	1.77E-08	present	0.05
FBgn0031972	0.000745245	present	0.05
FBgn0031973	0.014048202	absent	0.05
FBgn0031974	0.005843263	present	0.05
