id	minimum_qValue	call	cutoff
FBgn0264885	2.24E-05	present	0.05
FBgn0264886	0.001609238	present	0.05
FBgn0264887	0.020206414	absent	0.05
FBgn0264888	1	absent	0.05
FBgn0264889	0.052423053	absent	0.05
FBgn0264890	1.77E-08	present	0.05
FBgn0264891	7.98E-05	present	0.05
FBgn0264892	0.005105393	present	0.05
FBgn0264893	1	absent	0.05
FBgn0264894	0.003293698	present	0.05
FBgn0264895	0.004083805	present	0.05
FBgn0264896	0.00069959	present	0.05
FBgn0264897	1.23E-05	present	0.05
FBgn0264898	1	absent	0.05
FBgn0264899	1	absent	0.05
FBgn0264900	0.000260456	present	0.05
FBgn0264901	0.011747421	present	0.05
FBgn0264902	0.025544646	absent	0.05
FBgn0264903	0.060612308	absent	0.05
FBgn0264904	0.002612583	present	0.05
FBgn0264905	0.165687437	absent	0.05
FBgn0264906	0.004136971	present	0.05
FBgn0264907	0.005235529	present	0.05
FBgn0264908	0.017341707	absent	0.05
FBgn0264909	0.018146463	absent	0.05
FBgn0264911	0.000754664	present	0.05
FBgn0264912	0.004824764	present	0.05
FBgn0264914	0.000445361	present	0.05
FBgn0264915	1	absent	0.05
FBgn0264916	4.78E-05	present	0.05
FBgn0264922	1.77E-08	present	0.05
FBgn0264939	0.028095267	absent	0.05
FBgn0264940	0.002835208	present	0.05
FBgn0264941	0.00024994	present	0.05
FBgn0264942	0.000659078	present	0.05
FBgn0264943	0.0019979	present	0.05
FBgn0264944	1	absent	0.05
FBgn0264945	3.38E-06	present	0.05
FBgn0264946	0.001143585	present	0.05
FBgn0264947	0.008591778	present	0.05
FBgn0264948	0.000402488	present	0.05
FBgn0264949	0.000402488	present	0.05
FBgn0264950	0.018218557	absent	0.05
FBgn0264951	1	absent	0.05
FBgn0264952	1	absent	0.05
FBgn0264953	0.01673343	absent	0.05
FBgn0264954	0.035611385	absent	0.05
FBgn0264955	0.007907209	present	0.05
FBgn0264956	0.024383295	absent	0.05
FBgn0264957	0.006078952	present	0.05
FBgn0264958	0.001812885	present	0.05
FBgn0264959	0.000975076	present	0.05
FBgn0264960	1	absent	0.05
FBgn0264961	0.005648464	present	0.05
FBgn0264962	0.000185226	present	0.05
FBgn0264975	0.001340697	present	0.05
FBgn0264978	7.75E-06	present	0.05
FBgn0264979	0.010228383	present	0.05
FBgn0264980	1.80E-05	present	0.05
FBgn0264982	0.018605711	absent	0.05
FBgn0264983	0.000100463	present	0.05
FBgn0264984	0.035695978	absent	0.05
FBgn0264985	0.006679392	present	0.05
FBgn0264986	0.023514349	absent	0.05
FBgn0264987	0.005950988	present	0.05
FBgn0264988	3.94E-08	present	0.05
FBgn0264989	0.0293422	absent	0.05
FBgn0264990	0.0293422	absent	0.05
FBgn0264991	0.016616665	absent	0.05
FBgn0264992	0.000264938	present	0.05
FBgn0264993	1.26E-05	present	0.05
FBgn0264994	1	absent	0.05
FBgn0264995	1	absent	0.05
FBgn0264996	0.002393331	present	0.05
FBgn0264997	1	absent	0.05
FBgn0264998	0.163452556	absent	0.05
FBgn0264999	1	absent	0.05
FBgn0265000	0.001165725	present	0.05
FBgn0265001	0.217397926	absent	0.05
FBgn0265002	0.01666103	absent	0.05
FBgn0265003	0.000132989	present	0.05
FBgn0265011	0.358742525	absent	0.05
FBgn0265017	0.246960676	absent	0.05
FBgn0265038	0.006659185	present	0.05
FBgn0265039	2.05E-05	present	0.05
FBgn0265040	0.000358005	present	0.05
FBgn0265041	1.77E-08	present	0.05
FBgn0265042	0.00520887	present	0.05
FBgn0265043	0.000843788	present	0.05
FBgn0265044	0.002087427	present	0.05
FBgn0265045	0.0059739	present	0.05
FBgn0265046	1.77E-08	present	0.05
FBgn0265047	0.000192301	present	0.05
FBgn0265048	0.001617992	present	0.05
FBgn0265049	0.020217723	absent	0.05
FBgn0265050	0.011077165	present	0.05
FBgn0265051	0.001736048	present	0.05
FBgn0265052	0.000295663	present	0.05
FBgn0265053	1	absent	0.05
FBgn0265058	0.160146961	absent	0.05
FBgn0265059	0.000104161	present	0.05
FBgn0265060	0.003794904	present	0.05
FBgn0265061	1	absent	0.05
FBgn0265062	0.009307605	present	0.05
FBgn0265063	4.78E-05	present	0.05
FBgn0265064	0.000516925	present	0.05
FBgn0265065	0.001707364	present	0.05
FBgn0265066	0.107156087	absent	0.05
FBgn0265067	0.000171467	present	0.05
FBgn0265068	0.001611946	present	0.05
FBgn0265069	0.012215433	present	0.05
FBgn0265070	0.283109407	absent	0.05
FBgn0265071	4.35E-05	present	0.05
FBgn0265072	1	absent	0.05
FBgn0265073	0.004235241	present	0.05
FBgn0265074	1	absent	0.05
FBgn0265075	1	absent	0.05
FBgn0265076	0.000381634	present	0.05
FBgn0265077	0.079965914	absent	0.05
FBgn0265078	0.004498104	present	0.05
FBgn0265079	1	absent	0.05
FBgn0265080	0.004601461	present	0.05
FBgn0265081	0.116618037	absent	0.05
FBgn0265082	0.00210409	present	0.05
FBgn0265083	0.000281305	present	0.05
FBgn0265084	0.018627394	absent	0.05
FBgn0265085	0.000611952	present	0.05
FBgn0265086	0.002184292	present	0.05
FBgn0265087	0.000601965	present	0.05
FBgn0265088	0.002272428	present	0.05
FBgn0265089	1.77E-08	present	0.05
FBgn0265095	2.93E-05	present	0.05
FBgn0265096	0.001633884	present	0.05
FBgn0265097	0.109448845	absent	0.05
FBgn0265098	1.19E-05	present	0.05
FBgn0265099	0.000519942	present	0.05
FBgn0265101	1.77E-08	present	0.05
FBgn0265102	0.002560115	present	0.05
FBgn0265103	0.000740405	present	0.05
FBgn0265104	0.011711793	present	0.05
FBgn0265105	0.002887966	present	0.05
FBgn0265106	1.77E-08	present	0.05
FBgn0265107	1	absent	0.05
FBgn0265137	0.000170434	present	0.05
FBgn0265138	0.033671856	absent	0.05
FBgn0265139	1	absent	0.05
FBgn0265140	0.001022874	present	0.05
FBgn0265141	1	absent	0.05
FBgn0265142	0.035107224	absent	0.05
FBgn0265143	0.016272936	absent	0.05
FBgn0265144	0.003258	present	0.05
FBgn0265145	0.007303528	present	0.05
FBgn0265146	1	absent	0.05
FBgn0265147	0.009539346	present	0.05
FBgn0265148	1.42E-05	present	0.05
FBgn0265149	0.015012707	absent	0.05
FBgn0265150	8.99E-05	present	0.05
FBgn0265151	0.000922387	present	0.05
FBgn0265152	7.12E-05	present	0.05
FBgn0265153	0.010045107	present	0.05
FBgn0265154	1	absent	0.05
FBgn0265155	0.000330163	present	0.05
FBgn0265156	0.00087704	present	0.05
FBgn0265157	0.017220402	absent	0.05
FBgn0265158	0.00042949	present	0.05
FBgn0265159	0.010336434	present	0.05
FBgn0265160	0.006289094	present	0.05
FBgn0265161	0.009857084	present	0.05
FBgn0265162	0.002328417	present	0.05
FBgn0265163	6.47E-05	present	0.05
FBgn0265164	0.006811802	present	0.05
FBgn0265165	1	absent	0.05
FBgn0265166	0.001144684	present	0.05
FBgn0265167	0.000809077	present	0.05
FBgn0265168	0.009262035	present	0.05
FBgn0265169	0.000189818	present	0.05
FBgn0265174	1.79E-05	present	0.05
FBgn0265176	0.00023823	present	0.05
FBgn0265177	1.77E-08	present	0.05
FBgn0265178	1.77E-08	present	0.05
FBgn0265180	0.002320772	present	0.05
FBgn0265182	0.016948052	absent	0.05
FBgn0265184	0.008029616	present	0.05
FBgn0265185	7.32E-05	present	0.05
FBgn0265186	0.007382154	present	0.05
FBgn0265187	7.76E-05	present	0.05
FBgn0265188	1.77E-08	present	0.05
FBgn0265189	0.000197856	present	0.05
FBgn0265190	2.75E-06	present	0.05
FBgn0265191	0.003510533	present	0.05
FBgn0265192	1.77E-08	present	0.05
FBgn0265193	4.64E-05	present	0.05
FBgn0265194	0.001207199	present	0.05
FBgn0265196	0.000205591	present	0.05
FBgn0265197	1	absent	0.05
FBgn0265198	0.004579913	present	0.05
FBgn0265199	0.001138384	present	0.05
FBgn0265200	1	absent	0.05
FBgn0265201	1.77E-08	present	0.05
FBgn0265202	1	absent	0.05
FBgn0265203	1	absent	0.05
FBgn0265204	0.065873138	absent	0.05
FBgn0265205	0.001525643	present	0.05
FBgn0265252	0.000434303	present	0.05
FBgn0265253	0.000295253	present	0.05
FBgn0265254	0.005310448	present	0.05
FBgn0265255	1.77E-08	present	0.05
FBgn0265256	0.009840942	present	0.05
FBgn0265257	1.00E-05	present	0.05
FBgn0265262	2.05E-05	present	0.05
FBgn0265263	1.77E-08	present	0.05
FBgn0265264	1.77E-08	present	0.05
FBgn0265265	0.000230966	present	0.05
FBgn0265266	0.002334805	present	0.05
FBgn0265267	4.44E-05	present	0.05
FBgn0265268	0.008119201	present	0.05
FBgn0265269	1.77E-08	present	0.05
FBgn0265270	0.008937341	present	0.05
FBgn0265271	1.77E-08	present	0.05
FBgn0265272	1.77E-08	present	0.05
FBgn0265274	0.000471594	present	0.05
FBgn0265276	0.005931522	present	0.05
FBgn0265295	0.000979124	present	0.05
FBgn0265296	0.030477265	absent	0.05
FBgn0265297	1.77E-08	present	0.05
FBgn0265298	1.14E-05	present	0.05
FBgn0265299	1	absent	0.05
FBgn0265300	0.002655322	present	0.05
FBgn0265301	0.180808834	absent	0.05
FBgn0265302	0.002309838	present	0.05
FBgn0265303	1	absent	0.05
FBgn0265304	0.000549379	present	0.05
FBgn0265305	0.000622102	present	0.05
FBgn0265306	0.000609597	present	0.05
FBgn0265307	0.011870396	present	0.05
FBgn0265308	0.044907935	absent	0.05
FBgn0265309	1	absent	0.05
FBgn0265310	0.018408364	absent	0.05
FBgn0265311	0.001746938	present	0.05
FBgn0265312	0.005507715	present	0.05
FBgn0265313	0.003318391	present	0.05
FBgn0265314	0.000315351	present	0.05
FBgn0265315	1	absent	0.05
FBgn0265316	1	absent	0.05
FBgn0265317	0.006122198	present	0.05
FBgn0265318	0.007095721	present	0.05
FBgn0265338	0.086259616	absent	0.05
FBgn0265339	0.003913179	present	0.05
FBgn0265340	0.027555742	absent	0.05
FBgn0265341	0.0037057	present	0.05
FBgn0265342	1.77E-08	present	0.05
FBgn0265343	1	absent	0.05
FBgn0265344	0.06549244	absent	0.05
FBgn0265345	0.077127546	absent	0.05
FBgn0265346	1.77E-08	present	0.05
FBgn0265347	1	absent	0.05
FBgn0265348	1.77E-08	present	0.05
FBgn0265349	0.004586866	present	0.05
FBgn0265351	0.005089095	present	0.05
FBgn0265356	0.009106749	present	0.05
FBgn0265362	0.000952267	present	0.05
FBgn0265363	0.001203356	present	0.05
FBgn0265364	0.001494025	present	0.05
FBgn0265365	0.030411423	absent	0.05
FBgn0265366	0.001010804	present	0.05
FBgn0265367	1.77E-08	present	0.05
FBgn0265368	0.000507766	present	0.05
FBgn0265369	0.073968822	absent	0.05
FBgn0265370	0.002116279	present	0.05
FBgn0265371	1	absent	0.05
FBgn0265372	0.002711299	present	0.05
FBgn0265373	1.77E-08	present	0.05
FBgn0265374	1.32E-05	present	0.05
FBgn0265375	0.047283494	absent	0.05
FBgn0265376	0.041279249	absent	0.05
FBgn0265377	0.056640328	absent	0.05
FBgn0265378	0.000508088	present	0.05
FBgn0265379	1	absent	0.05
FBgn0265380	1	absent	0.05
FBgn0265381	0.000296072	present	0.05
FBgn0265382	0.003006551	present	0.05
FBgn0265383	1.77E-08	present	0.05
FBgn0265413	4.65E-05	present	0.05
FBgn0265414	0.004585171	present	0.05
FBgn0265416	0.059759097	absent	0.05
FBgn0265417	9.86E-05	present	0.05
FBgn0265418	0.001972902	present	0.05
FBgn0265419	0.003526088	present	0.05
FBgn0265420	9.83E-05	present	0.05
FBgn0265421	0.000125386	present	0.05
FBgn0265422	1	absent	0.05
FBgn0265423	0.000180296	present	0.05
FBgn0265424	0.007392481	present	0.05
FBgn0265425	2.91E-05	present	0.05
FBgn0265426	0.052659671	absent	0.05
FBgn0265427	0.046090766	absent	0.05
FBgn0265428	0.011151345	present	0.05
FBgn0265429	0.002808372	present	0.05
FBgn0265434	0.000225401	present	0.05
FBgn0265443	0.005323128	present	0.05
FBgn0265444	1.77E-08	present	0.05
FBgn0265445	1	absent	0.05
FBgn0265446	0.024874621	absent	0.05
FBgn0265447	0.000994718	present	0.05
FBgn0265448	0.002455313	present	0.05
FBgn0265449	0.003689804	present	0.05
FBgn0265450	0.006138953	present	0.05
FBgn0265451	0.000264795	present	0.05
FBgn0265452	0.001771276	present	0.05
FBgn0265453	1	absent	0.05
FBgn0265454	0.029168144	absent	0.05
FBgn0265455	0.001841782	present	0.05
FBgn0265457	0.040550794	absent	0.05
FBgn0265458	1.77E-08	present	0.05
FBgn0265464	0.004121046	present	0.05
FBgn0265467	0.004383593	present	0.05
FBgn0265468	1	absent	0.05
FBgn0265469	1	absent	0.05
FBgn0265470	1	absent	0.05
FBgn0265487	0.003257809	present	0.05
FBgn0265496	1	absent	0.05
FBgn0265497	1	absent	0.05
FBgn0265498	0.048349835	absent	0.05
FBgn0265499	0.014909977	absent	0.05
FBgn0265500	0.002001428	present	0.05
FBgn0265508	0.000119224	present	0.05
FBgn0265509	0.006233753	present	0.05
FBgn0265510	0.006295501	present	0.05
FBgn0265511	0.015505911	absent	0.05
FBgn0265512	1.77E-08	present	0.05
FBgn0265523	0.025992652	absent	0.05
FBgn0265524	1	absent	0.05
FBgn0265525	0.096582464	absent	0.05
FBgn0265526	0.001779483	present	0.05
FBgn0265527	0.009556285	present	0.05
FBgn0265529	0.063065173	absent	0.05
FBgn0265530	0.010119883	present	0.05
FBgn0265531	0.022260563	absent	0.05
FBgn0265532	0.014986196	absent	0.05
FBgn0265533	0.002104129	present	0.05
FBgn0265534	0.000417071	present	0.05
FBgn0265535	0.000305902	present	0.05
FBgn0265536	0.006020808	present	0.05
FBgn0265537	0.003173188	present	0.05
FBgn0265538	1.77E-08	present	0.05
FBgn0265539	1.05E-05	present	0.05
FBgn0265540	0.053580012	absent	0.05
FBgn0265541	1.77E-08	present	0.05
FBgn0265542	0.061901753	absent	0.05
FBgn0265543	0.08417423	absent	0.05
FBgn0265544	0.037393123	absent	0.05
FBgn0265545	0.002901611	present	0.05
FBgn0265546	0.001773732	present	0.05
FBgn0265547	0.001788997	present	0.05
FBgn0265548	0.012549993	present	0.05
FBgn0265549	0.02807183	absent	0.05
FBgn0265550	0.003288998	present	0.05
FBgn0265551	0.003392707	present	0.05
FBgn0265574	0.001212642	present	0.05
FBgn0265575	0.002217705	present	0.05
FBgn0265576	0.000148496	present	0.05
FBgn0265577	0.001459007	present	0.05
FBgn0265578	0.001170591	present	0.05
FBgn0265579	0.019728979	absent	0.05
FBgn0265580	1	absent	0.05
FBgn0265581	0.00403567	present	0.05
FBgn0265582	0.002967345	present	0.05
FBgn0265583	1	absent	0.05
FBgn0265584	1	absent	0.05
FBgn0265585	0.000112496	present	0.05
FBgn0265586	0.000338897	present	0.05
FBgn0265587	0.186322563	absent	0.05
FBgn0265588	0.003277465	present	0.05
FBgn0265589	0.000947683	present	0.05
FBgn0265590	0.004219399	present	0.05
FBgn0265591	0.000180643	present	0.05
FBgn0265592	0.006086493	present	0.05
FBgn0265593	1.77E-08	present	0.05
FBgn0265594	0.000590186	present	0.05
FBgn0265595	0.092443274	absent	0.05
FBgn0265596	0.000932891	present	0.05
FBgn0265597	0.053993307	absent	0.05
FBgn0265598	0.001167216	present	0.05
FBgn0265605	0.000677628	present	0.05
FBgn0265606	1.77E-08	present	0.05
FBgn0265607	0.011749824	present	0.05
FBgn0265608	0.164319958	absent	0.05
FBgn0265609	0.001158115	present	0.05
FBgn0265610	0.002302789	present	0.05
FBgn0265611	0.003068851	present	0.05
FBgn0265612	0.001891459	present	0.05
FBgn0265613	0.000325347	present	0.05
FBgn0265614	0.003854581	present	0.05
FBgn0265623	0.014575404	absent	0.05
FBgn0265625	0.000215565	present	0.05
FBgn0265626	1.02E-05	present	0.05
FBgn0265627	1.02E-05	present	0.05
FBgn0265629	9.68E-05	present	0.05
FBgn0265630	5.32E-05	present	0.05
FBgn0265631	0.079084929	absent	0.05
FBgn0265632	8.95E-05	present	0.05
FBgn0265633	0.110190537	absent	0.05
FBgn0265634	1	absent	0.05
FBgn0265635	0.0141293	absent	0.05
FBgn0265636	1	absent	0.05
FBgn0265637	0.130897668	absent	0.05
FBgn0265638	0.063063275	absent	0.05
FBgn0265639	0.036088864	absent	0.05
FBgn0265640	0.039302108	absent	0.05
FBgn0265641	0.180765486	absent	0.05
FBgn0265642	0.027688559	absent	0.05
FBgn0265643	1	absent	0.05
FBgn0265644	0.160616876	absent	0.05
FBgn0265645	0.126818507	absent	0.05
FBgn0265646	0.140124085	absent	0.05
FBgn0265648	1.77E-08	present	0.05
FBgn0265649	0.000931983	present	0.05
FBgn0265650	1	absent	0.05
FBgn0265651	0.068032257	absent	0.05
FBgn0265652	1	absent	0.05
FBgn0265653	0.000160399	present	0.05
FBgn0265654	0.002086577	present	0.05
FBgn0265655	1	absent	0.05
FBgn0265656	1.20E-05	present	0.05
FBgn0265657	1	absent	0.05
FBgn0265658	1	absent	0.05
FBgn0265659	0.035386741	absent	0.05
FBgn0265660	1	absent	0.05
FBgn0265661	1	absent	0.05
FBgn0265662	1	absent	0.05
FBgn0265663	0.216029338	absent	0.05
FBgn0265664	1	absent	0.05
FBgn0265665	0.000185192	present	0.05
FBgn0265666	1	absent	0.05
FBgn0265667	0.144434497	absent	0.05
FBgn0265668	1	absent	0.05
FBgn0265669	0.032101025	absent	0.05
FBgn0265670	0.003222871	present	0.05
FBgn0265671	0.065284664	absent	0.05
FBgn0265672	0.00042618	present	0.05
FBgn0265673	0.000988977	present	0.05
FBgn0265674	0.038816185	absent	0.05
FBgn0265675	0.00425318	present	0.05
FBgn0265676	0.007896403	present	0.05
FBgn0265677	0.00348265	present	0.05
FBgn0265678	0.042472092	absent	0.05
FBgn0265679	0.002456318	present	0.05
FBgn0265680	0.004979746	present	0.05
FBgn0265681	0.003706569	present	0.05
FBgn0265682	0.004046116	present	0.05
FBgn0265683	0.000175791	present	0.05
FBgn0265684	0.003037261	present	0.05
FBgn0265685	0.000219084	present	0.05
FBgn0265686	0.000126455	present	0.05
FBgn0265687	0.010271712	present	0.05
FBgn0265688	0.007364759	present	0.05
FBgn0265689	0.002730917	present	0.05
FBgn0265690	0.006302356	present	0.05
FBgn0265691	0.300814851	absent	0.05
FBgn0265692	1	absent	0.05
FBgn0265693	0.172692357	absent	0.05
FBgn0265694	0.044695709	absent	0.05
FBgn0265695	0.009693096	present	0.05
FBgn0265696	0.187836516	absent	0.05
FBgn0265697	0.071959657	absent	0.05
FBgn0265698	0.046522597	absent	0.05
FBgn0265699	0.035416815	absent	0.05
FBgn0265700	0.172351389	absent	0.05
FBgn0265701	1	absent	0.05
FBgn0265702	0.009812227	present	0.05
FBgn0265703	1	absent	0.05
FBgn0265704	0.002625322	present	0.05
FBgn0265705	0.011042907	present	0.05
FBgn0265706	1	absent	0.05
FBgn0265707	1	absent	0.05
FBgn0265708	0.000432397	present	0.05
FBgn0265709	0.000275007	present	0.05
FBgn0265710	0.089817436	absent	0.05
FBgn0265711	0.009437228	present	0.05
FBgn0265712	1.15E-05	present	0.05
FBgn0265713	0.001875698	present	0.05
FBgn0265714	0.000479169	present	0.05
FBgn0265715	1	absent	0.05
FBgn0265716	0.019102248	absent	0.05
FBgn0265717	1	absent	0.05
FBgn0265718	1	absent	0.05
FBgn0265719	0.0298607	absent	0.05
FBgn0265720	0.000429184	present	0.05
FBgn0265721	0.000171511	present	0.05
FBgn0265722	0.147861023	absent	0.05
FBgn0265723	0.01246654	present	0.05
FBgn0265724	0.03400534	absent	0.05
FBgn0265725	0.027189101	absent	0.05
FBgn0265726	8.95E-06	present	0.05
FBgn0265727	0.029678739	absent	0.05
FBgn0265728	0.000693419	present	0.05
FBgn0265729	1	absent	0.05
FBgn0265730	0.084559132	absent	0.05
FBgn0265731	1	absent	0.05
FBgn0265732	0.000856356	present	0.05
FBgn0265733	0.018397258	absent	0.05
FBgn0265734	0.104798377	absent	0.05
FBgn0265735	1	absent	0.05
FBgn0265736	0.094963581	absent	0.05
FBgn0265737	0.128648354	absent	0.05
FBgn0265738	0.004174988	present	0.05
FBgn0265739	1	absent	0.05
FBgn0265740	0.001566273	present	0.05
FBgn0265741	1	absent	0.05
FBgn0265742	0.002284032	present	0.05
FBgn0265743	0.001553227	present	0.05
FBgn0265744	0.001173059	present	0.05
FBgn0265745	0.001678234	present	0.05
FBgn0265746	0.001594549	present	0.05
FBgn0265747	0.000523128	present	0.05
FBgn0265748	0.002850004	present	0.05
FBgn0265749	1	absent	0.05
FBgn0265750	0.023775553	absent	0.05
FBgn0265751	0.000738644	present	0.05
FBgn0265752	0.001081191	present	0.05
FBgn0265753	0.002440917	present	0.05
FBgn0265754	0.010292698	present	0.05
FBgn0265755	0.005064094	present	0.05
FBgn0265756	0.000499014	present	0.05
FBgn0265757	0.009052976	present	0.05
FBgn0265758	1	absent	0.05
FBgn0265759	1	absent	0.05
FBgn0265760	0.01061688	present	0.05
FBgn0265761	0.041417589	absent	0.05
FBgn0265762	1	absent	0.05
FBgn0265763	0.01275109	absent	0.05
FBgn0265764	0.000265223	present	0.05
FBgn0265765	0.000671394	present	0.05
FBgn0265766	0.032880033	absent	0.05
FBgn0265767	0.005137844	present	0.05
FBgn0265778	0.00066254	present	0.05
FBgn0265784	5.19E-05	present	0.05
FBgn0265785	4.12E-06	present	0.05
FBgn0265786	0.111624417	absent	0.05
FBgn0265787	0.030600225	absent	0.05
FBgn0265788	0.049903182	absent	0.05
FBgn0265789	0.016822784	absent	0.05
FBgn0265790	0.006925987	present	0.05
FBgn0265791	0.001482321	present	0.05
FBgn0265792	0.013925258	absent	0.05
FBgn0265793	0.000476667	present	0.05
FBgn0265794	0.07713669	absent	0.05
FBgn0265795	0.000942369	present	0.05
FBgn0265796	0.00383731	present	0.05
FBgn0265797	0.000531494	present	0.05
FBgn0265798	0.080776483	absent	0.05
FBgn0265799	1	absent	0.05
FBgn0265800	1	absent	0.05
FBgn0265801	0.003506526	present	0.05
FBgn0265802	0.001959295	present	0.05
FBgn0265803	0.003841012	present	0.05
FBgn0265804	0.008817136	present	0.05
FBgn0265805	0.002015402	present	0.05
FBgn0265806	0.141025264	absent	0.05
FBgn0265807	0.013147816	absent	0.05
FBgn0265808	0.000303309	present	0.05
FBgn0265809	0.131467231	absent	0.05
FBgn0265810	1.77E-08	present	0.05
FBgn0265811	0.004588299	present	0.05
FBgn0265812	1.77E-08	present	0.05
FBgn0265813	1	absent	0.05
FBgn0265814	0.127562539	absent	0.05
FBgn0265815	0.008330083	present	0.05
FBgn0265816	1	absent	0.05
FBgn0265817	0.001619563	present	0.05
FBgn0265818	7.41E-06	present	0.05
FBgn0265819	0.018772784	absent	0.05
FBgn0265820	0.008202208	present	0.05
FBgn0265821	0.014377212	absent	0.05
FBgn0265822	8.63E-05	present	0.05
FBgn0265823	0.008117741	present	0.05
FBgn0265824	0.062666134	absent	0.05
FBgn0265825	0.002482004	present	0.05
FBgn0265826	0.009708248	present	0.05
FBgn0265827	1	absent	0.05
FBgn0265828	0.000171493	present	0.05
FBgn0265829	1	absent	0.05
FBgn0265830	0.002476079	present	0.05
FBgn0265831	1	absent	0.05
FBgn0265832	0.03743989	absent	0.05
FBgn0265833	0.003469644	present	0.05
FBgn0265834	0.000635416	present	0.05
FBgn0265835	0.091846697	absent	0.05
FBgn0265836	1	absent	0.05
FBgn0265837	0.019386641	absent	0.05
FBgn0265838	1	absent	0.05
FBgn0265839	1	absent	0.05
FBgn0265840	1	absent	0.05
FBgn0265841	0.039357483	absent	0.05
FBgn0265842	0.00177641	present	0.05
FBgn0265843	0.155832664	absent	0.05
FBgn0265844	0.017470428	absent	0.05
FBgn0265845	0.011240968	present	0.05
FBgn0265846	0.029087952	absent	0.05
FBgn0265847	0.052587481	absent	0.05
FBgn0265849	1	absent	0.05
FBgn0265850	0.004826187	present	0.05
FBgn0265851	1	absent	0.05
FBgn0265852	0.043487797	absent	0.05
FBgn0265853	0.004104825	present	0.05
FBgn0265854	0.004013313	present	0.05
FBgn0265855	0.00284544	present	0.05
FBgn0265856	0.018576907	absent	0.05
FBgn0265857	1	absent	0.05
FBgn0265858	1	absent	0.05
FBgn0265859	1	absent	0.05
FBgn0265860	1	absent	0.05
FBgn0265861	8.96E-05	present	0.05
FBgn0265862	0.025882271	absent	0.05
FBgn0265863	0.004261296	present	0.05
FBgn0265864	0.001989156	present	0.05
FBgn0265865	1	absent	0.05
FBgn0265866	1	absent	0.05
FBgn0265868	0.216327857	absent	0.05
FBgn0265869	0.002056819	present	0.05
FBgn0265870	1	absent	0.05
FBgn0265871	0.005586082	present	0.05
FBgn0265872	0.029989453	absent	0.05
FBgn0265873	0.211076532	absent	0.05
FBgn0265874	0.089034082	absent	0.05
FBgn0265875	0.131742954	absent	0.05
FBgn0265876	6.32E-05	present	0.05
FBgn0265877	0.28030918	absent	0.05
FBgn0265878	0.001720515	present	0.05
FBgn0265879	0.002339255	present	0.05
FBgn0265880	0.001385283	present	0.05
FBgn0265881	0.000576571	present	0.05
FBgn0265882	0.003037853	present	0.05
FBgn0265883	0.001743946	present	0.05
FBgn0265884	0.002068243	present	0.05
FBgn0265885	0.0062844	present	0.05
FBgn0265886	0.002830974	present	0.05
FBgn0265887	1	absent	0.05
FBgn0265888	0.182514622	absent	0.05
FBgn0265889	0.010565867	present	0.05
FBgn0265890	1	absent	0.05
FBgn0265891	0.006483939	present	0.05
FBgn0265892	0.001479326	present	0.05
FBgn0265893	0.001668197	present	0.05
FBgn0265894	0.001192176	present	0.05
FBgn0265895	0.001824539	present	0.05
FBgn0265896	0.008209802	present	0.05
FBgn0265897	0.002081075	present	0.05
FBgn0265898	1	absent	0.05
FBgn0265899	1	absent	0.05
FBgn0265900	0.003911179	present	0.05
FBgn0265901	0.116748358	absent	0.05
FBgn0265902	0.007401197	present	0.05
FBgn0265903	0.004591109	present	0.05
FBgn0265904	1	absent	0.05
FBgn0265905	1	absent	0.05
FBgn0265906	0.025769058	absent	0.05
FBgn0265907	0.029469712	absent	0.05
FBgn0265908	1	absent	0.05
FBgn0265909	0.091896094	absent	0.05
FBgn0265910	1	absent	0.05
FBgn0265911	0.002901575	present	0.05
FBgn0265912	1	absent	0.05
FBgn0265913	0.17756459	absent	0.05
FBgn0265914	0.005242675	present	0.05
FBgn0265915	0.010899399	present	0.05
FBgn0265916	1	absent	0.05
FBgn0265917	0.020273944	absent	0.05
FBgn0265918	1	absent	0.05
FBgn0265919	1	absent	0.05
FBgn0265920	0.248879933	absent	0.05
FBgn0265921	0.008945629	present	0.05
FBgn0265922	0.041175733	absent	0.05
FBgn0265923	1	absent	0.05
FBgn0265924	1	absent	0.05
FBgn0265925	0.086766278	absent	0.05
FBgn0265926	0.165102162	absent	0.05
FBgn0265927	0.12480498	absent	0.05
FBgn0265928	0.292956982	absent	0.05
FBgn0265929	0.07829842	absent	0.05
FBgn0265930	0.001042848	present	0.05
FBgn0265931	0.021839256	absent	0.05
FBgn0265932	0.001360926	present	0.05
FBgn0265933	0.001923627	present	0.05
FBgn0265934	0.000680191	present	0.05
FBgn0265935	3.25E-05	present	0.05
FBgn0265937	0.004530642	present	0.05
FBgn0265938	0.010189284	present	0.05
FBgn0265939	0.018714799	absent	0.05
FBgn0265940	0.018412993	absent	0.05
FBgn0265941	0.072667854	absent	0.05
FBgn0265942	0.01396551	absent	0.05
FBgn0265943	0.007286016	present	0.05
FBgn0265944	0.001497415	present	0.05
FBgn0265945	0.003506249	present	0.05
FBgn0265946	0.007654258	present	0.05
FBgn0265947	0.005721286	present	0.05
FBgn0265948	1	absent	0.05
FBgn0265949	0.010755312	present	0.05
FBgn0265950	0.313983862	absent	0.05
FBgn0265951	0.064691716	absent	0.05
FBgn0265952	1	absent	0.05
FBgn0265953	0.001416659	present	0.05
FBgn0265954	0.041674846	absent	0.05
